店舗ID,店舗_名称,店舗_名称_カナ,店舗_概要,店舗_所在地,店舗_所在地_郵便番号,店舗_所在地_全国地方公共団体コード,店舗_所在地_都道府県名,店舗_所在地_郡名,店舗_所在地_市区町村名,店舗_所在地_行政区名,店舗_所在地_町域名以降,店舗_所在地_建物名,店舗_所在地_緯度,店舗_所在地_経度,店舗_業態_産業分類コード,店舗_業態_産業分類名,店舗_画像,店舗_タグ,店舗_営業時間,店舗_定休日,店舗_電話番号,店舗_FAX番号,店舗_メールアドレス,店舗_Webサイト,店舗_地図,店舗_Twitter,店舗_Facebookページ,店舗_インスタグラム,店舗_LINE,店舗_テイクアウト対応フラグ,店舗_デリバリー対応フラグ,店舗_閉店フラグ,店舗_登録日,店舗_最終更新日,店舗_補足,NO,区
F1207,お食事処酒処まる,オショクジドコロサケドコロマル,,静岡県浜松市中区蜆塚3丁目2-15,4328018,221309,静岡県,,浜松市,中区,蜆塚3丁目2-15,,34.712973,137.705016,7651,酒場，ビヤホール,,,,,(090)6594-8800,,,https://japanese-izakaya-restaurant-22050.business.site/,,,,,,,,,2021-09-27,,,993,中区
F1210,らーめん藍麻翔,ラーメンアイマショウ,,静岡県浜松市中区泉4-24-28,4338124,221309,静岡県,,浜松市,中区,泉4-24-28,,34.746210,137.715520,7624,ラーメン店,,,,,(053)473-3911,,,,,,,,,,,,2021-09-27,,,994,中区
F1215,"Bar Arcana",バーアルカナ,,静岡県浜松市中区神明町218-14コスモ第6ビル503,4300931,221309,静岡県,,浜松市,中区,神明町218-14,コスモ第6ビル503,34.708294,137.728356,7661,バー，キャバレー，ナイトクラブ,,,,,(053)457-7027,,,,,,,,,,,,2021-09-27,,,995,中区
F1252,鰻丸,マンマル,,静岡県浜松市東区大瀬町1602-1,4313113,221309,静岡県,,浜松市,東区,大瀬町1602-1,,34.761870,137.772348,7629,その他の専門料理店,,,,,(053)435-1519,,,,,,,,,,,,2021-09-27,,,996,東区
F1254,舶来居酒屋　街の灯,ハクライイザカヤマチノアカリ,,静岡県浜松市中区肴町319-46　赤とんぼビル3階,4300932,221309,静岡県,,浜松市,中区,肴町319-46,赤とんぼビル3階,34.706130,137.729626,7661,バー，キャバレー，ナイトクラブ,,,,,(053)458-1390,,,,,,,,,,,,2021-09-27,,,997,中区
F1255,日本料理　堂満,ニホンリョウリドウマン,,静岡県浜松市中区元城町109-18,4300946,221309,静岡県,,浜松市,中区,元城町109-18,,34.713955,137.726609,7621,日本料理店,,,,,(053)487-0990,,,https://www.concorde.co.jp/,,,,,,,,,2021-09-27,,,998,中区
F1257,ホテルコンコルド浜松　シャンゼリゼ,ホテルコンコルドハママツシャンゼリゼ,,静岡県浜松市中区元城町109-18,4300946,221309,静岡県,,浜松市,中区,元城町109-18,,34.713955,137.726609,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)487-0990,,,https://www.concorde.co.jp/,,,,,,,,,2021-09-27,,,999,中区
F1261,BON,ボン,,静岡県浜松市中区八幡町17-2,4300918,221309,静岡県,,浜松市,中区,八幡町17-2,,34.712814,137.733784,7651,酒場，ビヤホール,,,,,(090)3307-6222,,,,,,,,,,,,2021-09-27,,,1000,中区
F1131,焼肉ホルモン酒場1129,ヤキニクホルモンサカバイイニク,,静岡県浜松市中区肴町316-32,4300932,221309,静岡県,,浜松市,中区,肴町316-32,,34.707219,137.729722,7625,焼き肉店,,,,,(053)458-1129,,,,,,,,,,,,2021-09-28,,,1001,中区
F1132,焼肉ホルモン酒場1129第一通り店,ヤキニクホルモンサカバイイニクダイイチドオリテン,,静岡県浜松市中区田町330-3,4300944,221309,静岡県,,浜松市,中区,田町330-3,,34.706920,137.731808,7625,焼き肉店,,,,,(053)401-2729,,,,,,,,,,,,2021-09-28,,,1002,中区
F1183,居酒屋飲もう,イザカヤノモウ,,静岡県浜松市北区初生町818-6,4338112,221309,静岡県,,浜松市,北区,初生町818-6,,34.767050,137.720570,7651,酒場，ビヤホール,,,,,(053)437-8933,,,,,,,,,,,,2021-09-28,,,1003,北区
F1202,パブ　グラチェ,パブグラッチェ,,静岡県浜松市中区元浜町218　TBクレール1-C,4300942,221309,静岡県,,浜松市,中区,元浜町218,TBクレール1-C,34.715844,137.733452,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)476-5155,,,,,,,,,,,,2021-09-28,,,1004,中区
F1217,インデコ　カフェ,インデコカフェ,,静岡県浜松市中区中島2-27-3,4300856,221309,静岡県,,浜松市,中区,中島2-27-3,,34.700979,137.749384,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)589-3962,,,,,,,,,,,,2021-09-28,,,1005,中区
F1218,WAVE,ウエーブ,,静岡県浜松市中区肴町313-16ミューゼビル3F,4300932,221309,静岡県,,浜松市,中区,肴町313-16,ミューゼビル3F,34.706333,137.728774,7651,酒場，ビヤホール,,,,,(053)458-1737,,,,,,,,,,,,2021-09-28,,,1006,中区
F1220,なお寿し,ナオズシ,,静岡県浜松市中区高丘北2丁目7ー1,4338119,221309,静岡県,,浜松市,中区,高丘北2丁目7-1,,34.760522,137.702376,7641,すし店,,,,,(053)436-5525,,,,,,,,,,,,2021-09-28,,,1007,中区
F1221,PATICANA,パチカーナ,,静岡県浜松市中区西浅田2-8-23,4328045,221309,静岡県,,浜松市,中区,西浅田2-8-23,,34.692659,137.726284,7629,その他の専門料理店,,,,,(050)6874-0037,,,,,,,,,,,,2021-09-28,,,1008,中区
F1231,懐石いっ木,カイセキイッキ,,静岡県浜松市中区田町329-8,4300944,221309,静岡県,,浜松市,中区,田町329-8,,34.707130,137.732173,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)456-0850,,,http://www.wr-salt.com/ikki/,,,,,,,,,2021-09-28,,,1009,中区
F1282,"kitchen KOPPE",キッチンコッペ,,静岡県浜松市中区佐鳴台6-6-5,4328021,221309,静岡県,,浜松市,中区,佐鳴台6-6-5,,34.708523,137.694357,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)525-8556,,,,,,,,,,,,2021-09-28,,,1010,中区
F1284,炭焼うなぎあおいや,スミヤキウナギアオイヤ,,静岡県浜松市南区飯田町616-2,4350028,221309,静岡県,,浜松市,南区,飯田町616-2,,34.707094,137.775351,7629,その他の専門料理店,,,,,(053)464-6323,,,https://www.aoiya-unagi.com/,,,,,,,,,2021-09-28,,,1011,南区
F1351,スナック　ルック,スナックルック,,静岡県浜松市浜北区平口1668,4340041,221309,静岡県,,浜松市,浜北区,平口1668,,34.795171,137.774225,7699,他に分類されない飲食店,,,,,(053)587-7201,,,,,,,,,,,,2021-09-28,,,1012,浜北区
F1352,魚ひろ,ウオヒロ,,静岡県浜松市北区都田町6419-3,4312102,221309,静岡県,,浜松市,北区,都田町6419-3,,34.827108,137.716990,7621,日本料理店,,,,,(053)428-2032,,,,,,,,,,,,2021-09-28,,,1013,北区
F1193,RIN,リン,,静岡県浜松市西区篠原町21890,4310201,221309,静岡県,,浜松市,西区,篠原町21890,,34.685048,137.672928,7661,バー，キャバレー，ナイトクラブ,,,,,(053)448-3332,,,,,,,,,,,,2021-09-30,,,1014,西区
F1200,Rookie,ルーキー,,静岡県浜松市中区肴町319-34山彦ビル1F,4300932,221309,静岡県,,浜松市,中区,肴町319-34,山彦ビル1F,34.705832,137.729259,7661,バー，キャバレー，ナイトクラブ,,,,,(053)458-7077,,,https://www.rookie-hamamatsu.com/,,,,,,,,,2021-09-30,,,1015,中区
F1209,美酒佳肴　小春,ビシュカコウコハル,,静岡県浜松市中区高丘東4-1-6,4338117,221309,静岡県,,浜松市,中区,高丘東4-1-6,,34.756103,137.709290,7651,酒場，ビヤホール,,,,,(053)439-3113,,,https://www.hotpepper.jp/strJ001274049/,,,,,,,,,2021-09-30,,,1016,中区
F1214,沢茂登,サワモト,,静岡県浜松市浜北区沼72-14,4340037,221309,静岡県,,浜松市,浜北区,沼72-14,,34.791468,137.785148,7621,日本料理店,,,,,(053)587-0963,,,,,,,,,,,,2021-09-30,,,1017,浜北区
F1219,どんぐり食堂,ドングリショクドウ,,静岡県浜松市南区中田島町1023-1,4300845,221309,静岡県,,浜松市,南区,中田島町1023-1,,34.668584,137.742905,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)444-1233,,,,,,,,,,,,2021-09-30,,,1018,南区
F1227,甘藍屋,カンランヤ,,静岡県浜松市東区大蒲町83-18,4350014,221309,静岡県,,浜松市,東区,大蒲町83-18,,34.715156,137.763542,7624,ラーメン店,,,,,(053)466-8320,,,,,,,,,,,,2021-09-30,,,1019,東区
F1236,上海キッチン,シャンハイキッチン,,静岡県浜松市中区旅籠町23,4328027,221309,静岡県,,浜松市,中区,旅籠町23,,34.702750,137.728269,7623,中華料理店,,,,,(053)455-2278,,,,,,,,,,,,2021-09-30,,,1020,中区
F1243,みかん工房,ミカンコウボウ,,静岡県浜松市北区三ヶ日町三ケ日276-1,4311404,221309,静岡県,,浜松市,北区,三ヶ日町三ケ日276-1,,34.807870,137.551753,7671,喫茶店,,,,,(053)524-4155,,,,,,,,,,,,2021-09-30,,,1021,北区
F0993,ぎょうざ新星,ギョウザシンボシ,,"静岡県浜松市中区鍛冶町100-1 ザザシティ浜松中央館1階",4300933,221325,静岡県,,浜松市,中区,鍛冶町100-1,ザザシティ浜松中央館1階,34.705220,137.730296,7651,酒場，ビヤホール,,,,,(053)488-8500,,,,,,,,,,,,2021-10-01,,,1022,中区
F1000,食彩和楽かとう,ショクサイワラクカトウ,,静岡県浜松市中区蜆塚4-8-8,4328018,221324,静岡県,,浜松市,中区,蜆塚4-8-8,,34.710231,137.706818,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)401-3551,,,,,,,,,,,,2021-10-01,,,1023,中区
F1008,"DINING Lounge 彩",ダイニングラウンジアヤ,,静岡県浜松市中区葵東2-13-25,4338114,221323,静岡県,,浜松市,中区,葵東2-13-25,,34.761634,137.722271,7699,他に分類されない飲食店,,,,,(053)439-9080,,,,,,,,,,,,2021-10-01,,,1024,中区
F1009,咲夢茶屋,サクメチャヤ,,静岡県浜松市北区三ヶ日町佐久米386-1,4311401,221322,静岡県,,浜松市,北区,三ヶ日町佐久米386-1,,34.789246,137.607251,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)526-2408,,,,,,,,,,,,2021-10-01,,,1025,北区
F1179,Tsuki,ツキ,,静岡県浜松市北区初生町330-1,4338112,221321,静岡県,,浜松市,北区,初生町330-1,,34.759568,137.726144,7661,バー，キャバレー，ナイトクラブ,,,,,(090)6080-7882,,,,,,,,,,,,2021-10-01,,,1026,北区
F1199,くつろぎ酒場風和里,クツロギサカバフワリ,,静岡県浜松市東区西塚町324-1,4350044,221319,静岡県,,浜松市,東区,西塚町324-1,,34.719789,137.757325,7651,酒場，ビヤホール,,,,,(053)424-6624,,,,,,,,,,,,2021-10-01,,,1027,東区
F1201,リストランティーノイプシロン,リストランティーノイプシロン,,静岡県浜松市北区三方原町1854-23,4338105,221318,静岡県,,浜松市,北区,三方原町1854-23,,34.784019,137.702044,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)571-5772,,,,,,,,,,,,2021-10-01,,,1028,北区
F1208,ビストロヒルマン,ビストロヒルマン,,"静岡県浜松市中区板屋町 101-1",4300928,221317,静岡県,,浜松市,中区,"板屋町 101-1",,34.707988,137.733235,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)543-5000,,,https://hillman.jp/,,,,,,,,,2021-10-01,,,1029,中区
F1223,蜆塚林屋,シジミヅカハヤシヤ,,静岡県浜松市中区蜆塚2-24-1,4328018,221316,静岡県,,浜松市,中区,蜆塚2-24-1,,34.715645,137.708408,7631,そば・うどん店,,,,,(053)456-4645,,,,,,,,,,,,2021-10-01,,,1030,中区
F1226,陣笠,ジンガサ,,静岡県浜松市中区野口町580-2,4300919,221315,静岡県,,浜松市,中区,野口町580-2,,34.718324,137.740324,7651,酒場，ビヤホール,,,,,(053)463-3737,,,,,,,,,,,,2021-10-01,,,1031,中区
F1234,らーめん奉仕丸,ラーメンブシマル,,静岡県浜松市東区有玉北町1611-4,4313121,221314,静岡県,,浜松市,東区,有玉北町1611-4,,34.759330,137.756089,7624,ラーメン店,,,,,(053)489-4951,,,,,,,,,,,,2021-10-01,,,1032,東区
F1240,ブォーノ,ブォーノ,,静岡県浜松市中区大工町303-12,4300936,221313,静岡県,,浜松市,中区,大工町303-12,,34.705104,137.727128,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)458-1022,,,,,,,,,,,,2021-10-01,,,1033,中区
F1250,ホルモン風月,ホルモンフウゲツ,,静岡県浜松市西区入野町6020,4328061,221312,静岡県,,浜松市,西区,入野町6020,,34.700143,137.693685,7625,焼き肉店,,,,,(053)449-2915,,,https://www.horumon-hugetsu.com/,,,,,,,,,2021-10-01,,,1034,西区
F1303,炉端茶屋たぬき村,ロバタチャヤタヌキムラ,,静岡県浜松市北区三ヶ日町鵺代67-5,4311423,221311,静岡県,,浜松市,北区,三ヶ日町鵺代67-5,,34.800398,137.548480,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)524-0498,,,,,,,,,,,,2021-10-01,,,1035,北区
F1313,しゅくらん,シュクラン,,"静岡県浜松市中区肴町317-15 TKビル3F",4300932,221310,静岡県,,浜松市,中区,肴町317-15,TKビル3F,34.706650,137.729290,7651,酒場，ビヤホール,,,,,(053)455-3416,,,,,,,,,,,,2021-10-01,,,1036,中区
F1194,一文字　結,イチモンジユイ,,静岡県浜松市東区和田町923-3,4350016,221309,静岡県,,浜松市,東区,和田町923-3,,34.717699,137.768003,7624,ラーメン店,,,,,(053)545-5559,,,,,,,,,,,,2021-10-04,,,1037,東区
F1262,スナック　ライブラ,スナックライブラ,,静岡県浜松市中区葵東2-4-16,4338114,221327,静岡県,,浜松市,中区,葵東2-4-16,,34.758755,137.726624,7651,酒場，ビヤホール,,,,,(053)420-2533,,,,,,,,,,,,2021-10-04,,,1038,中区
F1299,これから家絆,コレカラヤキズナ,,静岡県浜松市中区曳馬4-20-28,4300901,221326,静岡県,,浜松市,中区,曳馬4-20-28,,34.732984,137.742625,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)443-7188,,,https://korekaraya-kizuna.com/,,,,,,,,,2021-10-04,,,1039,中区
F1353,〇清瀧,セイリュウ,,静岡県浜松市東区半田山5-38-5,4353125,221309,静岡県,,浜松市,東区,半田山5-38-5,,34.778794,137.738966,7623,中華料理店,,,,,(053)435-3888,,,,,,,,,,,,2021-10-04,,,1040,東区
F1354,Holo　holo,ホロホロ,,静岡県浜松市中区松城町107-15,4300947,221309,静岡県,,浜松市,中区,松城町107-15,,34.711798,137.723052,7671,喫茶店,,,,,(090)1826-5483,,,,,,,,,,,,2021-10-04,,,1041,中区
F1355,中華若林,チュウカルーリン,,静岡県浜松市南区若林町2819-3,4328051,221309,静岡県,,浜松市,南区,若林町2819-3,,34.694356,137.697332,7623,中華料理店,,,,,(053)456-0101,,,,,,,,,,,,2021-10-04,,,1042,南区
F1224,すなっく　ちょこっと,スナックチョコット,,静岡県浜松市西区伊左地町8490,4311111,221309,静岡県,,浜松市,西区,伊左地町8490,,34.756434,137.678910,7611,食堂，レストラン（専門料理店を除く）,,,,,(090)3950-7044,,,,,,,,,,,,2021-10-05,,,1043,西区
F1256,食道園　上浅田町店,ショクドウエンカミアサダチョウテン,,静岡県浜松市中区上浅田1-3-26,4328042,221309,静岡県,,浜松市,中区,上浅田1-3-26,,34.697804,137.727547,7625,焼き肉店,,,,,(053)452-4344,,,http://syokudouen.jp/,,,,,,,,,2021-10-05,,,1044,中区
F1260,スナック　しあわせ,スナックシアワセ,,静岡県浜松市中区高丘北1丁目38番9号,4338119,221309,静岡県,,浜松市,中区,高丘北1丁目38番9号,,34.763556,137.707397,7661,バー，キャバレー，ナイトクラブ,,,,,(053)436-5736,,,,,,,,,,,,2021-10-05,,,1045,中区
F1285,のみやさん　うさぎ,ノミヤサンウサギ,,静岡県浜松市東区上新屋町237-12,4350053,221309,静岡県,,浜松市,東区,上新屋町237-12,,34.728533,137.753511,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)467-0784,,,,,,,,,,,,2021-10-05,,,1046,東区
F1286,"nana's green tea イオンモール浜松市野店",ナナズグリーンティーイオンモールハママツイチノテン,,静岡県浜松市東区天王町字諏訪1981-3イオンモール浜松市野1F,4350052,221309,静岡県,,浜松市,東区,天王町字諏訪1981-3,イオンモール浜松市野1F,34.740150,137.762800,7671,喫茶店,,,,,(053)546-2586,,,http://www.nanasgreentea.com/,,,,,,,,,2021-10-05,,,1047,東区
F1295,つるや,ツルヤ,,静岡県浜松市中区西伊場町9-8,4328038,221309,静岡県,,浜松市,中区,西伊場町9-8,,34.700156,137.707769,7651,酒場，ビヤホール,,,,,(053)455-6311,,,,,,,,,,,,2021-10-05,,,1048,中区
F1296,サフランインド料理店,サフランインドリョウリテン,,静岡県浜松市中区小豆餅2-29-26,4338113,221309,静岡県,,浜松市,中区,小豆餅2-29-26,,34.756480,137.727529,7629,その他の専門料理店,,,,,(053)477-9761,,,,,,,,,,,,2021-10-05,,,1049,中区
F1308,ダイニング司,ダイニングツカサ,,"静岡県浜松市中区肴町319-46 赤とんぼビル1F",4300932,221331,静岡県,,浜松市,中区,肴町319-46,赤とんぼビル1F,34.706068,137.729637,7699,他に分類されない飲食店,,,,,(053)458-3344,,,,,,,,,,,,2021-10-06,,,1050,中区
F1309,手打ちそば　好楽,テウチソバコウラク,,静岡県浜松市中区富塚町2156-26,4328002,221330,静岡県,,浜松市,中区,富塚町2156-26,,34.726586,137.692926,7631,そば・うどん店,,,,,(053)415-9115,,,,,,,,,,,,2021-10-06,,,1051,中区
F1314,くしいち,クシイチ,,静岡県浜松市北区三方原町109-20,4338105,221329,静岡県,,浜松市,北区,三方原町109-20,,34.773505,137.723450,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)439-6808,,,,,,,,,,,,2021-10-06,,,1052,北区
F1316,"ヒクリworld shokudo",ヒクリワールドショクドウ,,静岡県浜松市中区元城町218-7,4300946,221328,静岡県,,浜松市,中区,元城町218-7,,34.708960,137.728219,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)452-3516,,,,,,,,,,,,2021-10-06,,,1053,中区
F1345,麺屋和,メンヤナゴミ,,静岡県浜松市中区砂山町361-5,4300926,221309,静岡県,,浜松市,中区,砂山町361-5,,34.700998,137.734431,7624,ラーメン店,,,,,,,,,,,,,,,,,2021-10-06,,,1054,中区
F1356,とらや,トラヤ,,静岡県浜松市中区肴町316-36,4300932,221309,静岡県,,浜松市,中区,肴町316-36,,34.707126,137.729846,7692,お好み焼き・焼きそば・たこ焼き店,,,,,(053)454-1710,,,,,,,,,,,,2021-10-06,,,1055,中区
F1014,ハーバー,ハーバー,,"静岡県浜松市中区田町327-24 万年橋ビル1F",4300944,221340,静岡県,,浜松市,中区,田町327-24,万年橋ビル1F,34.707946,137.732511,7651,酒場，ビヤホール,,,,,(053)458-9680,,,,,,,,,,,,2021-10-07,,,1056,中区
F1015,加茂食堂,カモショクドウ,,静岡県浜松市西区西伊場55-1,4328038,221339,静岡県,,浜松市,西区,西伊場55-1,,34.698833,137.700637,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)456-1545,,,,,,,,,,,,2021-10-07,,,1057,西区
F1222,レストランソワニエ,ソワニエ,,静岡県浜松市西区大平台4-14-5,4328068,221309,静岡県,,浜松市,西区,大平台4-14-5,,34.710559,137.677984,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)482-0558,,,http://www.wr-salt.com/soigner,,,,,,,,,2021-10-07,,,1058,西区
F1232,あかし,アカシ,,静岡県浜松市中区住吉2-2-16,4300906,221309,静岡県,,浜松市,中区,住吉2-2-16,,34.728459,137.728112,7629,その他の専門料理店,,,,,(053)474-0955,,,,,,,,,,,,2021-10-07,,,1059,中区
F1248,不知火,シラヌイ,,静岡県浜松市中区高丘北2-26-14,4338119,221337,静岡県,,浜松市,中区,高丘北2-26-14,,34.762470,137.705141,7651,酒場，ビヤホール,,,,,(053)439-7369,,,,,,,,,,,,2021-10-07,,,1060,中区
F1283,パブらんまる,パブランマル,,静岡県浜松市浜北区本沢合150-1,4340014,221309,静岡県,,浜松市,浜北区,本沢合150-1,,34.809839,137.797399,7661,バー，キャバレー，ナイトクラブ,,,,,(053)587-3413,,,,,,,,,,,,2021-10-07,,,1061,浜北区
F1287,スナックフォーユー,スナックフォーユー,,静岡県浜松市中区和合北2-6-23深谷マンション102,4338127,221309,静岡県,,浜松市,中区,和合北2-6-23,深谷マンション102,34.739190,137.715860,7699,他に分類されない飲食店,,,,,(053)476-0616,,,,,,,,,,,,2021-10-07,,,1062,中区
F1307,海坊主,ウミボウズ,,"静岡県浜松市西区篠原町20248 OKKパレス仮店舗No.4",4310201,221336,静岡県,,浜松市,西区,篠原町20248,OKKパレス仮店舗No.4,34.681412,137.656943,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)449-5333,,,,,,,,,,,,2021-10-07,,,1063,西区
F1310,シェ・モリヤ,シェモリヤ,,"静岡県浜松市中区板屋町2 シティタワー浜松1F",4300928,221335,静岡県,,浜松市,中区,板屋町2,シティタワー浜松1F,34.706802,137.733846,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)454-0888,,,,,,,,,,,,2021-10-07,,,1064,中区
F1312,日高,ヒダカ,,静岡県浜松市中区上島2-27-14,4338122,221334,静岡県,,浜松市,中区,上島2-27-14,,34.740863,137.744435,7651,酒場，ビヤホール,,,,,(053)473-5964,,,,,,,,,,,,2021-10-07,,,1065,中区
F1315,"live cafe nandemall",ライブカフェナンデモール,,静岡県浜松市中区上島5-22-26,4338122,221333,静岡県,,浜松市,中区,上島5-22-26,,34.744780,137.746291,7699,他に分類されない飲食店,,,,,(053)474-8889,,,http://www.nandemall.com/,,,,,,,,,2021-10-07,,,1066,中区
F1321,餃子の店　紀楽,ギョウザノミセキラク,,静岡県浜松市北区細江町中川7172-1704,4311304,221332,静岡県,,浜松市,北区,細江町中川7172-1704,,34.794110,137.688187,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)523-1714,,,,,,,,,,,,2021-10-07,,,1067,北区
F1385,スナック囃子,スナックハヤシ,,静岡県浜松市中区北寺島町210-1,4300923,221309,静岡県,,浜松市,中区,北寺島町210-1,,34.703267,137.741128,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)453-1775,,,,,,,,,,,,2021-10-07,,,1068,中区
F1244,旬彩香炉,シュンサイコウロ,,"静岡県浜松市中区東伊場1-6-7 AKビル1F",4328036,221309,静岡県,,浜松市,中区,東伊庭1-6-7,AKビル1F,34.699246,137.718864,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)451-0805,,,,,,,,,,,,2021-10-08,,,1069,中区
F1253,カラオケ居酒屋美豚,カラオケイザカヤビトン,,静岡県浜松市中区高丘北3丁目7番3号,4338119,221309,静岡県,,浜松市,中区,高丘北3丁目7番3号,,34.762966,137.698314,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)488-6717,,,https://izakaya-biton.com/,,,,,,,,,2021-10-08,,,1070,中区
F1326,SUP,サップ,,静岡県浜松市中区池町225-19,4300945,221309,静岡県,,浜松市,中区,池町225-19,,34.708881,137.729946,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)489-3661,,,https://bar-sup.work/,,,,,,,,,2021-10-08,,,1071,中区
F1334,フラワーパーク三州庵,フラワーパークサンシュウアン,,静岡県浜松市西区平松町108-3,4311203,221309,静岡県,,浜松市,西区,平松町108-3,,34.763254,137.639813,7631,そば・うどん店,,,,,(053)487-3115,,,https://flower-sansyuan.jimdofree.com/,,,,,,,,,2021-10-08,,,1072,西区
F1342,"TEDDY BOY",テディーボーイ,,静岡県浜松市中区海老塚町1-40マツヤビル1F,4328032,221309,静岡県,,浜松市,中区,海老塚町1-40,マツヤビル1F,34.702245,137.731004,7651,酒場，ビヤホール,,,,,(053)455-6966,,,,,,,,,,,,2021-10-08,,,1073,中区
F1343,ニュー赤いハンカチ,ニューアカイハンカチ,,"静岡県浜松市東区上新屋町229-20 北",4350053,221309,静岡県,,浜松市,東区,上新屋町229-20,北,34.727339,137.753026,7699,他に分類されない飲食店,,,,,(080)5101-9111,,,,,,,,,,,,2021-10-08,,,1074,東区
F1360,蕎麦の里　幸治郎,ソバノサト　コウジロウ,,静岡県浜松市北区初生町280-43,4338112,221309,静岡県,,浜松市,北区,初生町280-43,,34.759983,137.728305,7631,そば・うどん店,,,,,(053)438-4790,,,,,,,,,,,,2021-10-08,,,1075,北区
F1361,まつや,マツヤ,,静岡県浜松市西区舘山寺町2398-2,4311209,221309,静岡県,,浜松市,西区,舘山寺町2398-2,,34.761626,137.612851,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)487-0732,,,,,,,,,,,,2021-10-08,,,1076,西区
F1016,アルレハマーノインドパキスタンレストラン,アルレハマーノインドパキスタンレストラン,,静岡県浜松市南区中田島町349-1,4300845,221313,静岡県,,浜松市,南区,中田島町349-1,,34.678806,137.741018,7629,その他の専門料理店,,,,,(053)589-4165,,,,,,,,,,,,2021-10-11,,,1077,南区
F1311,エベレスト　ナン　ハウス　＆　バー,エベレストナンハウスアンドバー,,"静岡県浜松市東区上新屋町237-2 日の出プラザ西",4350053,221312,静岡県,,浜松市,東区,上新屋町237-2,日の出プラザ西,34.728664,137.753554,7629,その他の専門料理店,,,,,(053)466-5898,,,,,,,,,,,,2021-10-11,,,1078,東区
F1324,ニューハーフ「D」バーActive,ニューハーフディーバーアクティブ,,"静岡県浜松市中区肴町318-9 鷲津屋ビル2階",4300932,221311,静岡県,,浜松市,中区,肴町318-9,鷲津屋ビル2階,34.706550,137.729754,7661,バー，キャバレー，ナイトクラブ,,,,,(053)452-1080,,,,,,,,,,,,2021-10-11,,,1079,中区
F1325,Platinum,プラチナム,,"静岡県浜松市中区田町330-16 メイデンビル2F",4300944,221310,静岡県,,浜松市,中区,田町330-16,メイデンビル2F,34.706243,137.731857,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)456-3388,,,,,,,,,,,,2021-10-11,,,1080,中区
F1335,癒し処華園,イヤシドコロカエン,,"静岡県浜松市中区千歳町6 コートクビル1F",4300934,221309,静岡県,,浜松市,中区,千歳町6,コートクビル1F,34.703175,137.729303,7661,バー，キャバレー，ナイトクラブ,,,,,(053)451-6128,,,,,,,,,,,,2021-10-11,,,1081,中区
F1341,なぶらやとち,ナブラヤトチ,,静岡県浜松市南区松島町434-1,4300834,221309,静岡県,,浜松市,南区,松島町434-1,,34.669207,137.773283,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)425-5354,,,,,,,,,,,,2021-10-11,,,1082,南区
F1344,そば処かみや,ソバドコロカミヤ,,静岡県浜松市南区増楽町1318番地の1,4328062,221309,静岡県,,浜松市,南区,増楽町1318番地の1,,34.690682,137.690924,7631,そば・うどん店,,,,,(053)449-2211,,,,,,,,,,,,2021-10-11,,,1083,南区
F1346,Nagomi園,ナゴミエン,,静岡県浜松市東区上新屋町226-12,4350053,221309,静岡県,,浜松市,東区,上新屋町226-12,,34.728456,137.754027,7651,酒場，ビヤホール,,,,,(053)545-7238,,,,,,,,,,,,2021-10-11,,,1084,東区
F1357,はなおか,ハナオカ,,静岡県浜松市中区富塚町2807-1,4328002,221309,静岡県,,浜松市,中区,富塚町2807-1,,34.724237,137.692076,7641,すし店,,,,,(053)489-7668,,,,,,,,,,,,2021-10-11,,,1085,中区
F1358,居酒屋　藤,イザカヤフジ,,静岡県浜松市中区葵東2丁目10-28,4338114,221309,静岡県,,浜松市,中区,葵東2丁目10-28,,34.760317,137.724284,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)439-5770,,,,,,,,,,,,2021-10-11,,,1086,中区
