店舗ID,店舗_名称,店舗_名称_カナ,店舗_概要,店舗_所在地,店舗_所在地_郵便番号,店舗_所在地_全国地方公共団体コード,店舗_所在地_都道府県名,店舗_所在地_郡名,店舗_所在地_市区町村名,店舗_所在地_行政区名,店舗_所在地_町域名以降,店舗_所在地_建物名,店舗_所在地_緯度,店舗_所在地_経度,店舗_業態_産業分類コード,店舗_業態_産業分類名,店舗_画像,店舗_タグ,店舗_営業時間,店舗_定休日,店舗_電話番号,店舗_FAX番号,店舗_メールアドレス,店舗_Webサイト,店舗_地図,店舗_Twitter,店舗_Facebookページ,店舗_インスタグラム,店舗_LINE,店舗_テイクアウト対応フラグ,店舗_デリバリー対応フラグ,店舗_閉店フラグ,店舗_登録日,店舗_最終更新日,店舗_補足
F0798,焼豚小屋とんとこ豚,ブタゴヤトントコトン,,静岡県浜松市中区鍛冶町1-65,4300933,221309,静岡県,,浜松市,中区,鍛冶町1-65,,34.702587,137.732005,7651,酒場，ビヤホール,,,,,(053)454-5758,,,,,,,,,,,,2021-03-04,,
F0796,四川飯店西塚店,シセンハンテンニシズカテン,,静岡県浜松市東区西塚町200サーラプラザ浜松2F,4350044,221309,静岡県,,浜松市,東区,西塚町200,サーラプラザ浜松2F,34.719204,137.758444,7623,中華料理店,,,,,(053)465-0569,,,,,,,,,,,,2021-03-02,,
F0786,ピークスリー,ピークスリー,,静岡県浜松市中区神明町223-33ワールドプラザ3F,4300931,221309,静岡県,,浜松市,中区,神明町223-33,ワールドプラザ102,34.708352,137.728799,7661,バー，キャバレー，ナイトクラブ,,,,,(053)458-3640,,,,,,,,,,,,2021-03-04,,
F0785,スナック　Juraku,ジュラク,,静岡県浜松市中区神明町223-33ワールドプラザ102,4300931,221309,静岡県,,浜松市,中区,神明町223-33,ワールドプラザ102,34.708352,137.728799,7661,バー，キャバレー，ナイトクラブ,,,,,,,,,,,,,,,,,2021-03-04,,
F0783,炭火焼肉　火の国庵　千歳店,スミビヤキニクヒノクニイオリチトセテン,,静岡県浜松市中区千歳町104-1,4300934,221309,静岡県,,浜松市,中区,千歳町104-1,,34.704306,137.731023,7621,日本料理店,,,,,(053)401-3829,,,https://hinokuni-iori-chitose.owst.jp/,,,,,,,,,2021-03-02,,
F0782,横浜家系ラーメン麺匠家マックス有玉店,ヨコハマイエケイラーメンメンショウヤマックスアリタマテン,,静岡県浜松市東区有玉南町462-1,4313122,221309,静岡県,,浜松市,東区,有玉南町462-1,,34.758577,137.752910,7624,ラーメン店,,,,,(053)434-4733,,,,,,,,,,,,2021-03-04,,
F0781,Iguchi,イグチ,,静岡県浜松市中区田町331-13小澤第一ビル一階北,4300944,221309,静岡県,,浜松市,中区,田町331-13,小澤第一ビル一階北,34.706245,137.731976,7651,酒場，ビヤホール,,,,,(053)452-5533,,,,,,,,,,,,2021-03-04,,
F0780,横浜家系ラーメン麺匠家西伊場店,ヨコハマイエケイラーメンメンショウヤニシイバテン,,静岡県浜松市中区西伊場町64-25,4328038,221309,静岡県,,浜松市,中区,西伊場町64-25,,34.700899,137.701225,7624,ラーメン店,,,,,(053)455-5666,,,,,,,,,,,,2021-03-02,,
F0779,酒食テーブル紀,シュショクテーブルノリ,,静岡県浜松市中区東田町36-9地研ビル2階,4300915,221309,静岡県,,浜松市,中区,東田町,36-9地研ビル2階,34.709089,137.733709,7651,酒場，ビヤホール,,,,,(053)458-8180,,,,,,,,,,,,2021-03-02,,
F0778,ぽっぽ屋,ポッポヤ,,静岡県浜松市北区根洗町845-2,4338108,221309,静岡県,,浜松市,北区,根洗町845-2,,34.795103,137.700889,7692,お好み焼き・焼きそば・たこ焼き店,,,,,(053)420-7055,,,,,,,,,,,,2021-03-04,,
F0774,横浜家系ラーメン麺匠家幸店,ヨコハマイエケイラーメンメンショウヤ,,静岡県浜松市中区幸5-11-46,4338123,221309,静岡県,,浜松市,中区,幸5-11-46,,34.745717,137.726510,7624,ラーメン店,,,,,(053)479-0080,,,,,,,,,,,,2021-03-04,,
F0772,オステリア・ダ・ミケーレ,オステリア・ダ・ミケーレ,,静岡県浜松市中区元城町218-4アクセス元城1F,4300946,221309,静岡県,,浜松市,中区,元城町218-4,アクセス元城1F,34.709073,137.728237,7629,その他の専門料理店,,,,,(053)488-8300,,,https://wr-salt.com/michele/,,,,,,,,,2021-03-04,,
F0771,手打ち蕎麦/会席料理　たけがみ,テウチソバカイセキリョウリタケガミ,,静岡県浜松市西区大平台1-3-33,4328068,221309,静岡県,,浜松市,西区,大平台1-3-33,,34.715874,137.689210,7631,そば・うどん店,,,,,(053)482-8228,,,,,,,,,,,,2021-03-04,,
F0770,インド食堂アサ,インドショクドウアサ,,静岡県浜松市中区幸1丁目13-20,4338123,221309,静岡県,,浜松市,中区,幸1丁目13-20,,34.741774,137.724054,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)471-1065,,,,,,,,,,,,2021-03-02,,
F0769,パンカフェ珈琲香爐,パンカフェコーヒーコウロ,,静岡県浜松市西区大平台2-16-10,4328068,221309,静岡県,,浜松市,西区,大平台2-16-10,,34.716649,137.682649,7671,喫茶店,,,,,(053)485-7722,,,,,,,,,,,,2021-03-02,,
F0767,うちごはんBar豆千代,ウチゴハンバーマメチヨ,,静岡県浜松市中区伝馬町310-4アソルティ伝馬町1-D,4300935,221309,静岡県,,浜松市,中区,伝馬町310-4,アソルティ伝馬町1-D,34.706282,137.727408,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)451-6366,,,,,,,,,,,,2021-03-04,,
F0766,味彩酒蔵ひむか,アジサイサカグラヒムカ,,静岡県浜松市中区中島2-20-7,4300856,221309,静岡県,,浜松市,中区,中島2-20-7,,34.703141,137.747851,7651,酒場，ビヤホール,,,,,(053)462-7010,,,,,,,,,,,,2021-03-02,,
F0765,市野　吉田屋,イチノヨシダヤ,,静岡県浜松市東区市野町1688,4350051,221309,静岡県,,浜松市,東区,市野町1688,,34.746380,137.774433,7631,そば・うどん店,,,,,(053)421-2931,,,,,,,,,,,,2021-03-03,,
F0764,備長扇屋浜松入野店,ビンチョウオオギヤハママツイリノテン,,静岡県浜松市西区入野町937-1,4328061,221309,静岡県,,浜松市,西区,入野町937-1,,34.699386,137.695424,7651,酒場，ビヤホール,,,,,(053)415-1223,,,,,,,,,,,,2021-03-04,,
F0762,ハッピー,ハッピー,,静岡県浜松市中区砂山町6-1浜松メイワン7F,4300926,221309,静岡県,,浜松市,中区,砂山町6-1,浜松メイワン7F,34.704168,137.734452,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)457-4615,,,,,,,,,,,,2021-03-02,,
F0758,PiattidiShin GLICINE,ピアッッティディシングリチネ,,静岡県浜松市中区常盤町143-24,4300917,221309,静岡県,,浜松市,中区,常盤町143-24,,34.710280,137.732607,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)452-2700,,,,,,,,,,,,2021-03-04,,
F0757,999小籠包四本松店,サンキューショウロンポウシホンマツテン,,静岡県浜松市南区四本松町70,4300826,221309,静岡県,,浜松市,南区,四本松町70,,34.683109,137.771009,7623,中華料理店,,,,,(053)548-5196,,,,,,,,,,,,2021-02-26,,
F0756,割烹旅館　琴水,カッポウリョカンキンスイ,,静岡県浜松市北区三ヶ日町都筑595-1,4311402,221309,静岡県,,浜松市,北区,三ヶ日町都筑595-1,,34.785443,137.583334,7621,日本料理店,,,,,(053)526-7221,,,https://kinsui.jp/,,,,,,,,,2021-02-26,,
F0755,Tsumami-Gui,ツマミグイ,,静岡県浜松市東区大島町922,4313112,221309,静岡県,,浜松市,東区,大島町922,,34.766219,137.780367,7625,焼き肉店,,,,,(053)401-6135,,,https://www.hotpepper.jp/strJ001218324/,,,,,,,,,2021-03-04,,
F0754,Fukurou DINING,フクロウダイニング,,静岡県浜松市東区下石田町1801-1,4350006,221309,静岡県,,浜松市,東区,下石田町1801-1,,34.736764,137.786370,7651,酒場，ビヤホール,,,,,(053)545-7435,,,https://www.hotpepper.jp/strJ001179692/,,,,,,,,,2021-03-02,,
F0753,Aozora DINING,アオゾラダイニング,,静岡県浜松市東区上新屋町227-3,4350053,221309,静岡県,,浜松市,東区,上新屋町227-3,,34.727941,137.753835,7651,酒場，ビヤホール,,,,,(053)466-3953,,,https://www.hotpepper.jp/strJ001051391/,,,,,,,,,2021-03-02,,
F0752,THE ORIENTAL TERRACE（レストラン）,ジオリエンタルテラス,,静岡県浜松市中区佐鳴台6-8-30,4328021,221309,静岡県,,浜松市,中区,佐鳴台6-8-30,,34.706878,137.692631,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)447-3241,,,https://torizen.co.jp/restaurant/,,,,,,,,,2021-03-02,,
F0751,999小籠包,サンキューショウロンポウ,,静岡県浜松市中区高丘北1-47-20,4338199,221309,静岡県,,浜松市,中区,高丘北,1-47-20,34.763401,137.703372,7623,中華料理店,,,,,(053)437-9998,,,https://chuka-ryori.wixsite.com/999syoronpo,,,,,,,,,2021-02-26,,
F0750,中村屋食堂,ナカムラヤショクドウ,,静岡県浜松市天竜区水窪町奥領家3020-27,4314101,221309,静岡県,,浜松市,天竜区,水窪町奥領家3020-27,,35.164962,137.867389,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)987-0235,,,,,,,,,,,,2021-03-01,,
F0749,BeachNorth,ビーチノース,,静岡県浜松市東区貴平町1702-1,4313104,221309,静岡県,,浜松市,東区,貴平町1702-1,,34.759976,137.796419,7651,酒場，ビヤホール,,,,,(053)434-8700,,,,,,,,,,,,2021-03-04,,
F0748,獅子丸,シシマル,,静岡県浜松市中区板屋町102-17,4300928,221309,静岡県,,浜松市,中区,板屋町102-17,,34.707164,137.732939,7651,酒場，ビヤホール,,,,,(053)452-3681,,,https://053shishimaru.owst.jp/,,,,,,,,,2021-03-04,,
F0747,Italian BaL TSUMIKI 板屋町店,イタリアンバルツミキイタヤマチテン,,静岡県浜松市中区板屋町2シティタワー浜松106,4300928,221309,静岡県,,浜松市,中区,板屋町2,シティタワー浜松106,34.706802,137.733846,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)528-7333,,,,,,,,,,,,2021-03-02,,
F0746,塩いち,シオイチ,,静岡県浜松市中区田町325-1渥美ビル4階,4300944,221309,静岡県,,浜松市,中区,田町325-1,渥美ビル4階,34.707798,137.729946,7651,酒場，ビヤホール,,,,,(053)458-1565,,,,,,,,,,,,2021-03-04,,
F0745,湖畔の小宿　海賀荘,コハンノコヤドカイガソウ,,静岡県浜松市西区舞阪町弁天島3419,4310214,221309,静岡県,,浜松市,西区,舞阪町弁天島3419,,34.698803,137.596883,7621,日本料理店,,,,,(053)592-6833,,,http://kaigasou-hamanako.com/,,,,,,,,,2021-02-26,,
F0744,The Lord Nelson,ザロードネルソン,,静岡県浜松市中区鍛冶町100-1ザザシティ中央館1階,4300933,221309,静岡県,,浜松市,中区,鍛冶町100-1,ザザシティ中央館1階,34.705113,137.730309,7651,酒場，ビヤホール,,,,,(053)522-7772,,,,,,,,,,,,2021-03-04,,
F0743,寿司正,スシマサ,,静岡県浜松市南区法枝町536-2,4328053,221309,静岡県,,浜松市,南区,法枝町536-2,,34.679382,137.717543,7641,すし店,,,,,(053)441-3496,,,,,,,,,,,,2021-03-04,,
F0742,創作類,ソウサクルイ,,静岡県浜松市中区和合町3-39,4338125,221309,静岡県,,浜松市,中区,和合町3-39,,34.731314,137.715218,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)476-6555,,,,,,,,,,,,2021-03-02,,
F0741,和食さと浜松板屋町店,ワショクサトハママツイタヤマチテン,,静岡県浜松市中区板屋町550,4300928,221309,静岡県,,浜松市,中区,板屋町550,,34.707946,137.735348,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)413-2050,,,,,,,,,,,,2021-03-02,,
F0740,コジマヤ本店,コジマヤホンテン,,静岡県浜松市北区細江町三和58-1,4311303,221309,静岡県,,浜松市,北区,細江町三和58-1,,34.816413,137.684576,7629,その他の専門料理店,,,,,(053)523-1223,,,https://www.e-kojimaya.co.jp/,,,,,,,,,2021-03-04,,
F0739,天竜そば一心庵,テンリュウソバイッシンアン,,静岡県浜松市中区高林3丁目13-8,4300907,221309,静岡県,,浜松市,中区,高林3丁目13-8,,34.730042,137.735353,7631,そば・うどん店,,,,,(053)476-1800,,,http://www.tenryusoba.com/,,,,,,,,,2021-03-02,,
F0737,かつさと浜松西インター店,カツサトハママツニシインターテン,,静岡県浜松市西区湖東町3058-3,4311103,221309,静岡県,,浜松市,西区,湖東町3058-3,,34.761281,137.681365,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)486-4700,,,https://hama-mitsuba.com/,,,,,,,,,2021-03-02,,
F0735,かつさと浜北店,カツサトハマキタテン,,静岡県浜松市浜北区本沢合810,4340014,221309,静岡県,,浜松市,浜北区,本沢合810,,34.809951,137.795659,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)584-2551,,,https://hama-mitsuba.com/,,,,,,,,,2021-02-26,,
F0734,うなぎ・湖畔食房　舘山寺園,ウナギコハンショクボウカンザンジエン,,静岡県浜松市西区舘山寺町2229,4311209,221309,静岡県,,浜松市,西区,舘山寺町2229,,34.768058,137.613506,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)487-0628,,,http://www.kanzanjien.net/,,,,,,,,,2021-03-02,,
F0733,蕎麦喜楽　楓庵,ソバキラクカエデアン,,静岡県浜松市北区初生町792-16,4338112,221309,静岡県,,浜松市,北区,初生町792-16,,34.766182,137.718808,7631,そば・うどん店,,,,,(053)401-0508,,,,,,,,,,,,2021-02-26,,
F0732,お好み焼き こころ,オコノミヤキココロ,,静岡県浜松市中区住吉1丁目16-14,4300906,221309,静岡県,,浜松市,中区,住吉1丁目16-14,,34.729052,137.725805,7692,お好み焼き・焼きそば・たこ焼き店,,,,,(053)476-5086,,,https://cocollo.jimdofree.com/,,,,,,,,,2021-03-02,,
F0731,やきとり家すみれ浜松篠ヶ瀬店,ヤキトリヤスミレハママツササガセテン,,静岡県浜松市東区篠ケ瀬町241,4350042,221309,静岡県,,浜松市,東区,篠ケ瀬町241,,34.729879,137.772947,7629,その他の専門料理店,,,,,(053)467-4129,,,https://stc-smile.jp/,,,,,,,,,2021-03-04,,
F0729,HUNGRY's 浜松店,ハングリーズハママツテン,,静岡県浜松市南区参野町154-1,4300816,221309,静岡県,,浜松市,南区,参野町154-1,,34.694456,137.755824,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)401-8024,,,http://hungrys-jp.com/index.html,,,,,,,,,2021-02-26,,
F0727,水辺のおやど　いのうえ,ミスベノオヤドイノウエ,,静岡県浜松市西区舞阪町弁天島3742,4310214,221309,静岡県,,浜松市,西区,舞阪町弁天島3742,,34.694287,137.602984,7621,日本料理店,,,,,(053)596-1166,,,http://www.hamanako-inoue.jp/,,,,,,,,,2021-02-26,,
F0726,SAKANAMACHI　SALONE,サカナマチサローネ,,静岡県浜松市中区肴町316-44山口屋ビル3階東,4300932,221309,静岡県,,浜松市,中区,肴町316-44,山口屋ビル3階東,34.706947,137.728894,7661,バー，キャバレー，ナイトクラブ,,,,,,,,,,,,,,,,,2021-03-02,,
F0724,うなぎ白焼山口,ウナギシラヤキヤマグチ,,静岡県浜松市北区細江町気賀172-2,4311305,221309,静岡県,,浜松市,北区,細江町気賀172-2,,34.805821,137.655638,7629,その他の専門料理店,,,,,(053)523-1211,,,,,,,,,,,,2021-02-26,,
F0723,旬鮮　永谷,シュンセンナガタニ,,静岡県浜松市中区元浜町133,4300942,221309,静岡県,,浜松市,中区,元浜町133,,34.714826,137.733001,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)472-3827,,,,,,,,,,,,2021-03-02,,
F0721,TRATTORIA　GUIDO,トラットリアグイド,,静岡県浜松市東区天王町1790-5,4350052,221309,静岡県,,浜松市,東区,天王町1790-5,,34.735987,137.768530,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)523-9436,,,,,,,,,,,,2021-02-26,,
F0719,暖笑,ダンショウ,,静岡県浜松市東区小池町1578-1,4350056,221309,静岡県,,浜松市,東区,小池町1578-1,,34.747678,137.752536,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)462-6111,,,,,,,,,,,,2021-02-26,,
F0717,たばこや,タバコヤ,,静岡県浜松市中区相生町3-3,4300805,221309,静岡県,,浜松市,中区,相生町3-3,,34.708690,137.745254,7651,酒場，ビヤホール,,,,,(053)466-5755,,,,,,,,,,,,2021-03-02,,
F0714,酒楽食堂けんしん,シュラクショクドウケンシン,,静岡県浜松市中区連尺町313-31連尺クローバービル101,4300939,221309,静岡県,,浜松市,中区,連尺町313-31,連尺クローバービル101,34.706639,137.728364,7651,酒場，ビヤホール,,,,,(053)548-4138,,,https://kenshin.owst.jp/,,,,,,,,,2021-03-02,,
F0712,炭火焼肉　上杉　浜松根上がり松店,スミビヤキニクウエスギハママツネアガリマツテン,,静岡県浜松市中区鴨江2-55-29,4328023,221309,静岡県,,浜松市,中区,鴨江2-55-29,,34.705091,137.708029,7625,焼き肉店,,,,,(053)458-2133,,,https://nts-group.jp/,,,,,,,,,2021-03-02,,
F0711,しまうま珈琲浜北店,シマウマコーヒーハマキタテン,,静岡県浜松市浜北区平口167-1,4340041,221309,静岡県,,浜松市,浜北区,平口167-1,,34.800052,137.762960,7671,喫茶店,,,,,(053)587-4696,,,http://shimaumacoffee.com/,,,,,,,,,2021-02-26,,
F0700,DiningBar NAGIRA,ダイニングバーナギラ,,静岡県浜松市中区板屋町651,4300928,221309,静岡県,,浜松市,中区,板屋町651,,34.706548,137.734835,7699,他に分類されない飲食店,,,,,(053)451-5077,,,http://www.diningbarnagira.com/,,,,,,,,,2021-03-02,,
F0699,一品料理　むら松,イッピンリョウリ,,静岡県浜松市東区小池町163-2,4350056,221309,静岡県,,浜松市,東区,小池町163-2,,34.754729,137.763689,7621,日本料理店,,,,,(053)434-3609,,,,,,,,,,,,2021-03-01,,
F0696,くいもの屋わん 浜松駅前店,クイモノヤワンハママツエキマエテン,,静岡県浜松市中区千歳町95-9花柳ビル 2F,4300934,221309,静岡県,,浜松市,中区,千歳町95-9,花柳ビル 2F,34.704060,137.731337,7651,酒場，ビヤホール,,,,,(053)450-2800,,,https://www.oizumifoods.co.jp/search/758,,,,,,,,,2021-02-26,,
F0695,Cafe&Restaurant LENRI,カフェアンドレストランレンリ,,静岡県浜松市北区都田町8501-2,4312102,221309,静岡県,,浜松市,北区,都田町8501-2,,34.813418,137.732912,7629,その他の専門料理店,,,,,(053)428-7000,,,https://lenri.com/,,,,,,,,,2021-03-02,,
F0692,沼津魚がし鮨　流れ鮨　浜松市野店,ヌマヅウオガシズシナガレズシハママツイチノテン,,静岡県浜松市東区天王町1981-1,4350052,221309,静岡県,,浜松市,東区,天王町1981-1,,34.737051,137.762677,7641,すし店,,,,,(053)468-5519,,,https://www.uogashizushi.co.jp/shop/w-shop/nagare-hamamatsuichino/,,,,,,,,,2021-02-26,,
F0689,うなぎ　千草,ウナギ　チグサ,,静岡県浜松市北区三ヶ日町三ヶ日1148-10,4311414,221309,静岡県,,浜松市,北区,三ヶ日町三ヶ日1148-10,,34.803352,137.552310,7629,その他の専門料理店,,,,,(053)524-0809,,,,,,,,,,,,2021-03-04,,
F0675,nomidokoro CUCCIOLO,ノミドコロクッチョロ,,静岡県浜松市中区富塚町4710-2,4328002,221309,静岡県,,浜松市,中区,富塚町4710-2,,34.714968,137.704391,7651,酒場，ビヤホール,,,,,(053)570-3513,,,,,,,,,,,,2021-02-26,,
F0674,Jazz in”B♭”,ジャズインビーフラット,,静岡県浜松市東区半田山5-16-17,4313125,221309,静岡県,,浜松市,東区,半田山5-16-17,,34.775968,137.741391,7671,喫茶店,,,,,(053)435-5644,,,http://b-flat.cafe.coocan.jp/,,,,,,,,,2021-03-04,,
F0673,和風バル志道,ワフウバルシドウ,,静岡県浜松市中区木戸町13-1エムケー木戸1階,4300806,221309,静岡県,,浜松市,中区,木戸町13-1,エムケー木戸1階,34.707217,137.744359,7621,日本料理店,,,,,(053)571-0961,,,,,,,,,,,,2021-02-26,,
F0669,ポエータ入野店,ポエータイリノテン,,静岡県浜松市西区入野町16334-1,4328061,221309,静岡県,,浜松市,西区,入野町16334-1,,34.701196,137.675309,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)440-5828,,,https://poeta.jp/,,,,,,,,,2021-02-26,,
F0661,雅楽之助天王店,ウタノスケテンノウテン,,静岡県浜松市東区天王町349-1,4350052,221309,静岡県,,浜松市,東区,天王町349-1,,34.736453,137.780117,7631,そば・うどん店,,,,,(053)422-6166,,,,,,,,,,,,2021-02-26,,
F0649,黒フネ,クロフネ,,静岡県浜松市中区田町325-38,4300944,221309,静岡県,,浜松市,中区,田町325-38,,34.707639,137.729940,7651,酒場，ビヤホール,,,,,(053)456-7377,,,,,,,,,,,,2021-02-26,,
F0648,うなぎ料理　あつみ,ウナギリョウリアツミ,,静岡県浜松市中区千歳町70,4300934,221309,静岡県,,浜松市,中区,千歳町70,,34.704464,137.730623,7629,その他の専門料理店,,,,,(053)455-1460,,,http://unagi-atsumi.com/,,,,,,,,,2021-02-26,,
F0634,焼肉ハウス扇寿,ヤキニクハウスセンジュ,,静岡県浜松市中区中沢町80-25,4300904,221309,静岡県,,浜松市,中区,中沢町80-25,,34.723161,137.731201,7625,焼き肉店,,,,,(053)471-6060,,,https://sen-jyu.com/,,,,,,,,,2021-02-26,,
F0577,牛角浜松有玉店,ギュウカクハママツアリタマテン,,静岡県浜松市東区有玉北町760-1,4313121,221309,静岡県,,浜松市,東区,有玉北町760-1,,34.766571,137.756664,7625,焼き肉店,,,,,(053)545-3629,,,https://www.gyukaku.ne.jp/,,,,,,,,,2021-03-01,,
F0576,牛角和合店,ギュウカクワゴウテン,,静岡県浜松市中区和合町193-8,4338125,221309,静岡県,,浜松市,中区,和合町193-8,,34.732693,137.722258,7625,焼き肉店,,,,,(053)412-2929,,,https://www.gyukaku.ne.jp/,,,,,,,,,2021-03-01,,
F0575,牛角入野店,ギュウカクイリノテン,,静岡県浜松市西区入野町6393,4328061,221309,静岡県,,浜松市,西区,入野町6393,,34.698344,137.687665,7625,焼き肉店,,,,,(053)445-2929,,,https://www.gyukaku.ne.jp/,,,,,,,,,2021-03-01,,
F0531,宇奈貴うふみ亭,ウナタカウフミテイ,,静岡県浜松市西区雄踏町宇布見9515,4310102,221309,静岡県,,浜松市,西区,雄踏町宇布見9515,,34.704932,137.629180,7629,その他の専門料理店,,,,,(053)596-0630,,,,,,,,,,,,2020-10-30,,
F0842,トロンバ市野本店,トロンバイチノホンテン,,静岡県浜松市東区小池町2627,4300056,221309,静岡県,,浜松市,東区,小池町2627,,34.741308,137.759007,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)411-7755,,,http://www.tromba.jp/tromba_ichino/,,,,,,,,,2021-03-08,,
F0841,ぼんぼんげ,ボンボンゲ,,静岡県浜松市浜北区貴布祢オクトワール浜北1F,4340038,221309,静岡県,,浜松市,浜北区,貴布祢,オクトワール浜北1F,34.797417,137.785955,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)585-0089,,,,,,,,,,,,2021-03-08,,
F0835,千年たまごや,センネンタマゴヤ,,静岡県浜松市西区雄踏1-16-18,4310103,221309,静岡県,,浜松市,西区,雄踏1-16-18,,34.694378,137.644421,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)488-6355,,,https://japanese-izakaya-restaurant-15548.business.site/,,,,,,,,,2021-03-08,,
F0833,割烹　八千代,カッポウヤチヨ,,静岡県浜松市中区肴町318-18,4300932,221309,静岡県,,浜松市,中区,肴町318-18,,34.706299,137.729780,7621,日本料理店,,,,,(053)452-3356,,,,,,,,,,,,2021-03-08,,
F0831,やきとり大樹,ヤキトリダイジュ,,静岡県浜松市中区田町331-9マルケンビル1階,4300944,221309,静岡県,,浜松市,中区,田町331-9,マルケンビル1階,34.706411,137.732072,7651,酒場，ビヤホール,,,,,(053)452-3501,,,,,,,,,,,,2021-03-08,,
F0829,椰子家,ヤシヤ,,静岡県浜松市中区元浜町321-1,4300942,221309,静岡県,,浜松市,中区,元浜町321-1,,34.717331,137.731649,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)471-7122,,,,,,,,,,,,2021-03-08,,
F0828,本家　酒夢来,ホンケサムライ,,静岡県浜松市中区肴町318-31F,4300932,221309,静岡県,,浜松市,中区,肴町318-3,1F,34.706403,137.729327,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)458-0344,,,,,,,,,,,,2021-03-08,,
F0826,リンデン,リンデン,,静岡県浜松市中区高丘北2-27-24,4338119,221309,静岡県,,浜松市,中区,高丘北2-27-24,,34.762705,137.704844,7629,その他の専門料理店,,,,,(053)439-3111,,,,,,,,,,,,2021-03-08,,
F0822,福和来,フクワライ,,静岡県浜松市中区千歳町3939ビル2階,4300934,221309,静岡県,,浜松市,中区,千歳町39,39ビル2階,34.704727,137.729927,7651,酒場，ビヤホール,,,,,(053)458-1311,,,,,,,,,,,,2021-03-08,,
F0821,のみくい亭びんご,ノミクイテイビンゴ,,静岡県浜松市東区北島町655,4350041,221309,静岡県,,浜松市,東区,北島町655,,34.729141,137.781707,7651,酒場，ビヤホール,,,,,(053)421-8677,,,,,,,,,,,,2021-03-08,,
F0819,桃園,トウエン,,静岡県浜松市中区和合町220-1390,4338125,221309,静岡県,,浜松市,中区,和合町220-1390,,34.739917,137.704409,7623,中華料理店,,,,,(053)471-4032,,,https://toenwago.com,,,,,,,,,2021-03-08,,
F0815,焼肉きんぐ　志都呂店,ヤキニクキングシトロテン,,静岡県浜松市西区志都呂町1-39-34,4328066,221309,静岡県,,浜松市,西区,志都呂町1-39-34,,34.698032,137.658332,7625,焼き肉店,,,,,(053)448-1129,,,,,,,,,,,,2021-03-08,,
F0812,Beige,ベージュ,,静岡県浜松市中区連尺町313-5ゴールドサークル連尺1F,4300939,221309,静岡県,,浜松市,中区,連尺町313-5,ゴールドサークル連尺1F,34.706710,137.728441,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)457-0188,,,,,,,,,,,,2021-03-08,,
F0810,浜名湖リゾート＆スパ　THE　OCEAN,ハマナコリゾートアンドスパジオーシャン,,静岡県浜松市西区舞阪町弁天島3285-88,4310214,221309,静岡県,,浜松市,西区,舞阪町弁天島3285-88,,34.689969,137.602022,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)592-1155,,,http://kts-the-ocean.com/,,,,,,,,,2021-03-08,,
F0808,肉処　小林邸,ニクドコロショウリンジ,,静岡県浜松市北区初生町336-1,4338112,221309,静岡県,,浜松市,北区,初生町336-1,,34.760600,137.725109,7625,焼き肉店,,,,,(053)488-8330,,,,,,,,,,,,2021-03-08,,
F0806,中国料理ローラン,チュウゴクリョウリローラン,,静岡県浜松市浜北区小松3110-1,4340042,221309,静岡県,,浜松市,浜北区,小松3110-1,,34.783610,137.768110,7623,中華料理店,,,,,(053)586-1448,,,https://www.lorlan.com/home.htm,,,,,,,,,2021-03-08,,
F0800,鮨みよし,スシミヨシ,,静岡県浜松市北区三ヶ日町三ヶ日688-5,4311414,221309,静岡県,,浜松市,北区,三ヶ日町三ヶ日688-5,,34.804358,137.552446,7641,すし店,,,,,(053)524-0226,,,,,,,,,,,,2021-03-08,,
F0794,お菓子の森＆蔵のカフェ,オカシノモリアンドクラノカフェ,,静岡県浜松市東区和田町484,4350016,221309,静岡県,,浜松市,東区,和田町484,,34.718848,137.771862,7671,喫茶店,,,,,(053)571-5587,,,https://okashinomori.net/kura/,,,,,,,,,2021-03-08,,
